name,prompt,adj1,adj2,style,mos_quality,std_quality,mos_align,std_align
sd1.5_normal_263.jpg,"cute animal character sleeping in the space station, cold color, elevation view, abstract style",cold color,elevation view,abstract style,2.654631009,0.362165215,2.668209522,0.849660676
xl2.2_normal_012.jpg,life bar and mana bar,,,,3.601888857,0.416466271,1.019587617,1.234648149
AttnGAN_normal_273.jpg,"exploring an epic organic and colourful underground city, warm color, HDR lighting, abstract style",warm color,HDR lighting,abstract style,0.731526985,0.367350535,1.759600793,1.125179591
AttnGAN_normal_071.jpg,"smart sri lanka buddhist monk, sci-fi style",,,sci-fi style,0.578348419,0.396731195,0.629428475,0.549204173
sd1.5_lowstep_066.jpg,"a pizza with chocolate on it, sci-fi style",,,sci-fi style,2.858767479,0.879299449,3.061839408,1.3245433
midjourney_lowstep_199.jpg,"full body portrait of cute girl wearing gown, HDR lighting, baroque style",HDR lighting,,baroque style,2.558511788,0.512997254,2.74673979,1.127303338
DALLE2_normal_100.jpg,"a small garden buzzing with bees, anime style",,,anime style,2.248459435,0.501948358,3.274006549,0.23328333
DALLE2_normal_293.jpg,"futuristic robot alien invasion award winning pixar movie poster , close-up, HDR lighting, abstract style",close-up,HDR lighting,abstract style,2.448923322,0.707424507,2.901806096,0.551114801
sd1.5_lowcorr_262.jpg,"edwardian headshot photograph of a pale russian woman, cold color, top view, realistic style",cold color,top view,realistic style,3.283005153,0.594159354,3.3393159,0.340031865
sd1.5_lowstep_030.jpg,brand logo fruit company,,,,2.86026573,0.94445038,3.055730638,0.810084084
DALLE2_normal_208.jpg,"french fastfood adventure pixar movie poster , soft lighting, abstract style",soft lighting,,abstract style,3.034849246,0.781899665,2.935379657,0.883199218
sd1.5_lowstep_084.jpg,"sheep that looks like broccoli, baroque style",,,baroque style,3.507253099,0.593243374,3.754119177,0.645796868
sd1.5_lowstep_126.jpg,"the shogoth wearing a santa costume, blurred detail",blurred detail,,,3.024257523,0.367206582,3.327464378,0.845728834
xl2.2_normal_279.jpg,"table with everything ready for 5 o'clock at flower garden, elevation view, long-shot, baroque style",elevation view,long-shot,baroque style,3.202553327,0.429890285,2.958190852,0.421696568
xl2.2_normal_041.jpg,a raspberry made of metal,,,,3.076007049,0.267370941,1.51418148,0.936711899
sd1.5_normal_120.jpg,"die cut sticker of a pair of lips , warm color",warm color,,,2.314518391,0.383097883,3.609476773,0.646056883
midjourney_normal_074.jpg,"legionary of the roman empire, baroque style",,,baroque style,4.02474836,0.569186479,3.706713088,0.502661312
sd1.5_highcorr_227.jpg,"a sketch drawing of a hamster in a fruit basket, cold color, long-shot",cold color,long-shot,,2.654631009,0.740134455,2.345378943,1.012924831
AttnGAN_normal_205.jpg,"the fate of all fools and divine intervention, long-shot, anime style",long-shot,,anime style,1.575270793,0.80446056,0.850496237,0.722034431
glide_normal_143.jpg,"portrait of squids swarming the ocean, elevation view",elevation view,,,2.166977719,0.614305072,1.255488616,0.66933851
sd1.5_highcorr_005.jpg,house of the dragon,,,,3.43455948,0.550046299,2.653500595,0.766464444
DALLE2_normal_234.jpg,"a mechanical human arm sticking out of the earth, cold color, soft lighting",cold color,soft lighting,,3.197799919,0.614317944,2.456699832,0.568389648
midjourney_normal_227.jpg,"a sketch drawing of a hamster in a fruit basket, cold color, long-shot",cold color,long-shot,,3.365299544,0.360563493,2.641294027,0.794735308
midjourney_lowstep_008.jpg,joe biden very happy,,,,2.74826005,0.280607807,3.588197866,0.29803017
DALLE2_normal_082.jpg,"lanky young half - orc warrior, realistic style",,,realistic style,1.821700312,0.411716488,1.809261893,1.02549582
xl2.2_normal_086.jpg,"a very drunk person named aaron, sci-fi style",,,sci-fi style,3.984089334,0.193628665,1.9250157,1.293892309
sd1.5_normal_283.jpg,"steampunk pocketwatch owl inside a glass jar buried in sand, elevation view, hyper detail, abstract style",elevation view,hyper detail,abstract style,3.333743653,0.337819985,2.62350113,0.631014642
sd1.5_lowcorr_057.jpg,sartre hugging a sad alien,,,,2.765509892,0.497543111,1.62084518,1.122546083
DALLE2_normal_091.jpg,"ufo ignoring the laws of phyics, sci-fi style",,,sci-fi style,3.369254363,0.875017465,2.723036745,0.894760281
AttnGAN_normal_198.jpg,"robots creating new robots in a factory line, soft lighting, abstract style",soft lighting,,abstract style,0.84859438,0.506466121,0.976132005,0.74858205
midjourney_lowstep_162.jpg,"an industrial geometric temple lab room, top view",top view,,,1.505377327,1.051558806,2.60460913,0.683496427
glide_normal_000.jpg,statue of a man,,,,1.478221045,0.512782138,1.511295292,1.049921294
DALLE2_normal_227.jpg,"a sketch drawing of a hamster in a fruit basket, cold color, long-shot",cold color,long-shot,,1.851568074,0.24652529,3.299094897,0.491717271
sd1.5_lowcorr_287.jpg,"cute anthropomorphic lizard person portrait symmetrical axis, elevation view, HDR lighting, realistic style",elevation view,HDR lighting,realistic style,2.610261314,0.606237113,2.805997401,0.703568835
DALLE2_normal_135.jpg,"a set of different trees and bushes, long-shot",long-shot,,,1.886241021,0.876625568,3.011371163,1.158422595
midjourney_lowstep_195.jpg,"unique epic pink space elf knight adventurer, long-shot, anime style",long-shot,,anime style,2.472262578,0.598583792,3.149691545,0.556519543
AttnGAN_normal_207.jpg,"painting of a man farmer at work in the field, hyper detail, realistic style",hyper detail,,realistic style,1.195774268,0.506574777,1.075675159,0.681951823
DALLE2_normal_199.jpg,"full body portrait of cute girl wearing gown, HDR lighting, baroque style",HDR lighting,,baroque style,3.110506733,0.81062519,2.971918712,1.023503769
xl2.2_normal_212.jpg,"a glass vase of pink and white dahlia flowers, top view, realistic style",top view,,realistic style,3.44620302,0.734266256,2.62350113,0.890540346
glide_normal_202.jpg,"a biomechanical blue raspberry made of metal, top view, realistic style",top view,,realistic style,0.612055936,0.412538319,1.511295292,1.005887899
sd1.5_lowcorr_198.jpg,"robots creating new robots in a factory line, soft lighting, abstract style",soft lighting,,abstract style,3.058356047,1.070841754,3.140830692,0.42656272
midjourney_normal_000.jpg,statue of a man,,,,4.324875409,0.596421622,4.04858855,0.2982765
midjourney_lowstep_299.jpg,"beautiful fluffy baby giraffe cheetah hybrid mixed creature character concept, hyper detail, HDR lighting, baroque style",hyper detail,HDR lighting,baroque style,3.231255627,0.573365997,3.031176323,1.108686787
sd1.5_highcorr_246.jpg,"alphonse eric from full metal alchemist brotherhood, elevation view, soft lighting",elevation view,soft lighting,,2.83450926,0.845058668,2.059351502,1.253630607
xl2.2_normal_125.jpg,"a upright walking cute giraffe toy, long-shot",long-shot,,,3.428646707,0.651933954,3.302738591,0.949857057
sd1.5_normal_048.jpg,scottish highlands at dawn,,,,3.944657172,0.221794793,3.93726766,0.639162304
AttnGAN_normal_083.jpg,"eiffel tower drenched in blood, abstract style",,,abstract style,0.763087515,0.701361348,0.560448775,0.629124546
sd1.5_lowstep_272.jpg,"frontal portrait of female adult twins in the apocalypse, warm color, soft lighting, realistic style",warm color,soft lighting,realistic style,3.416483075,0.836991395,3.348349994,0.521865864
sd1.5_lowstep_129.jpg,"portrait of a beautiful young woman, HDR lighting",HDR lighting,,,3.416483075,0.554882139,3.275195155,0.472256127
AttnGAN_normal_020.jpg,a overgrown old house,,,,0.965602553,0.353628309,0.277575547,0.476192805
midjourney_normal_176.jpg,"a painting of pink panther as a vampire , blurred detail",blurred detail,,,3.191415092,1.083277698,2.390413502,1.187034819
sd1.5_highcorr_285.jpg,"portrait of an aesthetic kawaii goth woman with long dreads, top view, HDR lighting, anime style",top view,HDR lighting,anime style,0.378680654,0.388339056,0.812315573,0.771276147
sd1.5_lowstep_226.jpg,"an anatomically correct cybertronic human heart, cold color, close-up",cold color,close-up,,3.024480393,0.847027553,3.353107804,0.823028412
sd1.5_normal_294.jpg,"anthropomorphic thresher shark in knight armor dropping his sword, long-shot, soft lighting, baroque style",long-shot,soft lighting,baroque style,3.024257523,0.976001705,2.663779134,0.957120085
sd1.5_lowcorr_258.jpg,"black broken armor and helmet laying in wild flowers, hyper detail, soft lighting",hyper detail,soft lighting,,3.359435142,0.651108825,2.494876872,0.516409604
midjourney_lowstep_085.jpg,"grumpy minions sitting in a bar, anime style",,,anime style,2.23273847,0.509239625,2.031562891,1.05913564
xl2.2_normal_089.jpg,"a crocodile in a new york sewer, baroque style",,,baroque style,3.145006417,0.881662598,2.829700445,0.845159641
glide_normal_293.jpg,"futuristic robot alien invasion award winning pixar movie poster , close-up, HDR lighting, abstract style",close-up,HDR lighting,abstract style,0.950510119,0.504860565,2.175713114,1.066693456
midjourney_lowstep_210.jpg,"an astronaut meeting an alien lizard humanoid, warm color, anime style",warm color,,anime style,2.545997226,0.60825879,3.581040815,0.75622726
AttnGAN_normal_156.jpg,"an adventure party resting in a tavern, blurred detail",blurred detail,,,1.977251303,0.805914217,1.310865965,0.738623848
sd1.5_lowstep_179.jpg,"underwater photography of the rough ocean, HDR lighting",HDR lighting,,,2.83450926,0.696498434,3.102285456,0.666702837
glide_normal_296.jpg,"bloodborne werewolf howling in yharnam with full moon in background, blurred detail, soft lighting, sci-fi style",blurred detail,soft lighting,sci-fi style,0.979308463,0.713858429,0.428796637,0.567432135
xl2.2_normal_298.jpg,"photoreal portrait very intricate darkwar hunter wearing a black hoody, hyper detail, soft lighting, abstract style",hyper detail,soft lighting,abstract style,3.903999466,0.650025767,3.789673744,0.623151544
sd1.5_highcorr_080.jpg,"painted portrait of goblin man, anime style",,,anime style,2.61389334,0.565137792,3.202549791,0.390807278
sd1.5_normal_079.jpg,"the infernal dark gun magicks , baroque style",,,baroque style,2.942711395,0.463965784,3.33369641,0.870332318
midjourney_normal_285.jpg,"portrait of an aesthetic kawaii goth woman with long dreads, top view, HDR lighting, anime style",top view,HDR lighting,anime style,3.958236395,0.589043144,3.358399036,0.846709252
sd1.5_normal_135.jpg,"a set of different trees and bushes, long-shot",long-shot,,,3.509228886,0.45410794,3.261849072,0.739349932
sd1.5_lowstep_107.jpg,"spritesheet game asset vector art, realistic style",,,realistic style,2.957803829,0.470691892,2.891991441,0.620136906
xl2.2_normal_023.jpg,king kong on fighting,,,,3.62187092,0.240052245,3.381448298,0.991859966
sd1.5_normal_249.jpg,"a female elven warrior wearing platinum breastplate, close-up, hyper detail",close-up,hyper detail,,3.811695963,0.480746968,3.797711871,0.320823892
DALLE2_normal_166.jpg,"a cybertronic metallic green tree frog , blurred detail",blurred detail,,,1.903017791,1.170724221,3.137840023,0.988403669
sd1.5_normal_039.jpg,beautiful topaz girl dark,,,,3.333592147,0.760185326,2.835190856,0.793014262
AttnGAN_normal_078.jpg,"tree of life embroidered scene, abstract style",,,abstract style,0.970469084,0.524149704,0.393920539,0.468201514
xl2.2_normal_214.jpg,"render of rivendell dreamy beautiful landscape, close-up, baroque style",close-up,,baroque style,3.279275256,0.817314855,2.924247568,1.081603661
midjourney_lowstep_168.jpg,"the celestial realm of the elven deities, soft lighting",soft lighting,,,0.641923698,0.320680488,1.709939693,0.970860743
midjourney_lowstep_016.jpg,very sad rabbit crying,,,,2.188089699,0.598396954,2.521914306,0.611682165
xl2.2_normal_062.jpg,"a colour portrait of a king, realistic style",,,realistic style,3.530547546,0.356877821,3.592509994,0.565509887
xl2.2_normal_029.jpg,legendary river of slugs,,,,3.507430325,0.903631583,2.917022056,1.333162974
sd1.5_normal_297.jpg,"cute fluffy baby cheetah lion hybrid mixed creature character concept, blurred detail, HDR lighting, realistic style",blurred detail,HDR lighting,realistic style,2.996365552,0.689686281,3.273307074,0.800394186
DALLE2_normal_085.jpg,"grumpy minions sitting in a bar, anime style",,,anime style,2.239848985,0.414425311,3.497739298,0.853688125
sd1.5_lowstep_020.jpg,a overgrown old house,,,,3.380391978,0.632586659,3.870905155,0.515145233
sd1.5_highcorr_199.jpg,"full body portrait of cute girl wearing gown, HDR lighting, baroque style",HDR lighting,,baroque style,2.000906886,0.436198882,2.628670045,0.678161007
sd1.5_lowcorr_139.jpg,"digital painting of a lake at sunset, HDR lighting",HDR lighting,,,2.874527714,0.458830614,3.189847843,0.587564824
glide_normal_125.jpg,"a upright walking cute giraffe toy, long-shot",long-shot,,,1.534393779,0.701763808,2.201697271,0.585734124
sd1.5_lowcorr_095.jpg,"moon sea with stars and galaxies, anime style",,,anime style,2.903508628,0.764851076,3.469682644,0.741319952
glide_normal_096.jpg,"meme about making peanut butter , sci-fi style",,,sci-fi style,1.597692094,0.289039018,0.803624615,0.509314803
sd1.5_normal_166.jpg,"a cybertronic metallic green tree frog , blurred detail",blurred detail,,,3.966327593,0.267072644,3.113705614,0.983584447
midjourney_normal_109.jpg,"photograph of beautiful landscape, baroque style",,,baroque style,3.561501185,0.550646833,3.536641936,0.406595423
DALLE2_normal_005.jpg,house of the dragon,,,,3.430745058,0.865400549,3.202040316,0.337856509
AttnGAN_normal_209.jpg,"an uprising of disneyland costumed characters, HDR lighting, baroque style",HDR lighting,,baroque style,0.995787421,0.597178698,0.552148905,0.672881932
midjourney_normal_274.jpg,"angled photograph of an abandoned train cart during dusk, cold color, soft lighting, baroque style",cold color,soft lighting,baroque style,3.494295005,0.548546505,2.839729721,0.331880878
sd1.5_lowstep_124.jpg,"action shot of woman pole vaulting, close-up",close-up,,,2.760431848,0.749464479,2.945998379,1.066186032
xl2.2_normal_275.jpg,"a vibrant emotional key shot of cute australian shepherd, cold color, HDR lighting, anime style",cold color,HDR lighting,anime style,3.610752151,0.528556817,3.386721989,0.391309783
sd1.5_highcorr_138.jpg,"render of dreamy beautiful landscape, soft lighting",soft lighting,,,3.265755311,0.686139538,3.256355245,0.926042319
glide_normal_295.jpg,"depressed people standing around an hourglass with little sand left, long-shot, HDR lighting, anime style",long-shot,HDR lighting,anime style,0.421466604,0.309536446,0.409963958,0.485767621
sd1.5_lowstep_097.jpg,"donald trump playing in the rain, realistic style",,,realistic style,3.207226865,0.591369715,2.395499044,0.621791439
midjourney_lowstep_027.jpg,the large cresting waves,,,,1.49383774,0.502659367,3.309820466,0.543355209
sd1.5_lowcorr_182.jpg,"a female warrior in charming phenix armor, top view, realistic style",top view,,realistic style,3.074195478,0.287917391,2.202257515,0.929140436
xl2.2_normal_051.jpg,hanging gardens of babylon,,,,3.165054602,0.856642388,3.478508951,0.688891256
AttnGAN_normal_191.jpg,"cute fluffy golden teddy bear eating bagels, cold color, sci-fi style",cold color,,sci-fi style,0.776328629,0.39143248,0.828455166,0.743423843
sd1.5_highcorr_232.jpg,"steampunk owl inside a glass jar buried in sand, warm color, soft lighting",warm color,soft lighting,,3.530547546,0.314600815,3.02250478,0.606152192
midjourney_normal_080.jpg,"painted portrait of goblin man, anime style",,,anime style,3.727351438,0.428866791,3.797711871,0.332301154
DALLE2_normal_191.jpg,"cute fluffy golden teddy bear eating bagels, cold color, sci-fi style",cold color,,sci-fi style,2.420011295,0.427927441,2.62350113,0.505574073
midjourney_lowstep_025.jpg,a still of breaking bad,,,,2.239848985,0.336980489,2.281042344,0.94617474
sd1.5_normal_200.jpg,"alien planet landscape made out of mushrooms, warm color, anime style",warm color,,anime style,2.414476208,0.872424764,3.620207741,0.668845473
AttnGAN_normal_277.jpg,"plasticine sculptures of two lovers walking through paris, top view, long-shot, realistic style",top view,long-shot,realistic style,0.859637576,0.345503594,0.582882463,0.484328933
midjourney_lowstep_100.jpg,"a small garden buzzing with bees, anime style",,,anime style,1.295323696,0.714997482,2.219265721,0.91839975
midjourney_normal_243.jpg,"mushrooms and moss on a tree in a fairytale forest, elevation view, hyper detail",elevation view,hyper detail,,3.523701266,0.276396512,3.091228902,0.650744257
sd1.5_lowcorr_076.jpg,"a biomechanical dahlia flower, sci-fi style",,,sci-fi style,0.0,1.023647552,0.400138393,0.512230414
sd1.5_highcorr_116.jpg,"portrait of beautiful armored girl, sci-fi style",,,sci-fi style,3.801556621,0.660932872,3.64096935,0.666815816
DALLE2_normal_281.jpg,"portrait of a philippine character in a scenic environment, top view, hyper detail, sci-fi style",top view,hyper detail,sci-fi style,3.576252467,0.627926608,3.078582412,0.751783888
midjourney_lowstep_105.jpg,"a 2 d guitarist character design, anime style",,,anime style,2.218274567,0.553147202,3.488890048,0.81214521
midjourney_normal_190.jpg,"delicious peanut butter donut with glazing , warm color, anime style",warm color,,anime style,3.249399128,0.633932125,3.079505301,0.650599786
sd1.5_lowstep_275.jpg,"a vibrant emotional key shot of cute australian shepherd, cold color, HDR lighting, anime style",cold color,HDR lighting,anime style,3.623856989,0.829376026,3.232987189,0.945071829
DALLE2_normal_295.jpg,"depressed people standing around an hourglass with little sand left, long-shot, HDR lighting, anime style",long-shot,HDR lighting,anime style,2.66201084,0.723210317,3.043027845,0.660339819
sd1.5_highcorr_114.jpg,"donut glazed with white chocolate, baroque style",,,baroque style,3.893534731,0.48797569,3.118812912,0.731200886
xl2.2_normal_293.jpg,"futuristic robot alien invasion award winning pixar movie poster , close-up, HDR lighting, abstract style",close-up,HDR lighting,abstract style,3.369254363,0.789161621,3.149691545,0.554060621
midjourney_normal_165.jpg,"a female hand holding a red fresh apple, long-shot",long-shot,,,3.389973337,0.575376749,3.330307595,0.680939897
sd1.5_lowcorr_206.jpg,"robots creating new robots in a dirty factory, blurred detail, sci-fi style",blurred detail,,sci-fi style,3.093256891,0.544250754,2.936364145,0.949780321
glide_normal_084.jpg,"sheep that looks like broccoli, baroque style",,,baroque style,1.575270793,0.600727507,1.644548225,0.953837335
sd1.5_highcorr_180.jpg,"muscular cyborg girl with prosthetic arms, warm color, anime style",warm color,,anime style,2.124805457,0.324989204,2.840103111,0.60843828
glide_normal_265.jpg,"a blue anatomically correct human brain made of metal, warm color, long-shot, anime style",warm color,long-shot,anime style,0.648776263,0.624969346,1.232688407,0.944037948
DALLE2_normal_154.jpg,"cute fluffy baby poodle giraffe hybrid, close-up",close-up,,,3.576252467,0.58368866,3.090433934,0.996391963
sd1.5_normal_069.jpg,"synthwave astronaut tabby cat, baroque style",,,baroque style,3.169097903,0.441855523,1.877263811,0.65958608
sd1.5_highcorr_155.jpg,"an auto rickshaw driving through paris, long-shot",long-shot,,,2.442957962,0.325275966,2.75903949,0.739754234
sd1.5_highcorr_105.jpg,"a 2 d guitarist character design, anime style",,,anime style,2.974361596,0.400070054,3.189847843,0.631605647
sd1.5_lowstep_161.jpg,"cute fluffy baby lop eared bunny rabbit, cold color",cold color,,,2.559576449,0.644300361,2.245190143,0.760073972
sd1.5_normal_276.jpg,"portrait photo still of a spooky scarecrow holding a gift, top view, close-up, sci-fi style",top view,close-up,sci-fi style,3.007690801,0.373097672,3.024436368,0.443565104
sd1.5_lowstep_288.jpg,"a beautiful painting of old golden samovars of russian empire, close-up, blurred detail, abstract style",close-up,blurred detail,abstract style,2.632073999,0.63039679,3.238617735,0.397711603
xl2.2_normal_286.jpg,"an epic artistic colourful natural scene on an alien planet, elevation view, soft lighting, sci-fi style",elevation view,soft lighting,sci-fi style,3.080710077,0.504825637,3.489909055,0.43191529
sd1.5_normal_272.jpg,"frontal portrait of female adult twins in the apocalypse, warm color, soft lighting, realistic style",warm color,soft lighting,realistic style,2.334263842,0.56284114,3.043027845,0.658773822
midjourney_normal_062.jpg,"a colour portrait of a king, realistic style",,,realistic style,3.839810805,0.464018123,3.524109368,0.804895291
AttnGAN_normal_294.jpg,"anthropomorphic thresher shark in knight armor dropping his sword, long-shot, soft lighting, baroque style",long-shot,soft lighting,baroque style,1.284080589,0.591957485,0.940192641,0.798981189
DALLE2_normal_298.jpg,"photoreal portrait very intricate darkwar hunter wearing a black hoody, hyper detail, soft lighting, abstract style",hyper detail,soft lighting,abstract style,3.428646707,0.570940011,3.603304992,0.405650554
midjourney_normal_097.jpg,"donald trump playing in the rain, realistic style",,,realistic style,3.643633817,0.435575717,2.740407521,0.764291983
midjourney_normal_209.jpg,"an uprising of disneyland costumed characters, HDR lighting, baroque style",HDR lighting,,baroque style,3.559002625,0.6424478,2.865255012,0.653323158
sd1.5_lowcorr_050.jpg,logo design of a full moon,,,,3.482963598,0.715445511,4.004060194,0.605967927
midjourney_normal_213.jpg,"a biomechanical hibiscus flower made of metal, elevation view, abstract style",elevation view,,abstract style,3.88997508,0.94687979,3.417300183,0.750622826
xl2.2_normal_126.jpg,"the shogoth wearing a santa costume, blurred detail",blurred detail,,,3.667148222,0.45649962,3.345634382,0.474995295
DALLE2_normal_131.jpg,"cute fluffy baby panda lion hybrid , cold color",cold color,,,3.387959109,0.378517324,3.153270423,0.916821172
DALLE2_normal_243.jpg,"mushrooms and moss on a tree in a fairytale forest, elevation view, hyper detail",elevation view,hyper detail,,2.446668218,1.05414724,2.958190852,0.387413657
midjourney_lowstep_166.jpg,"a cybertronic metallic green tree frog , blurred detail",blurred detail,,,2.974361596,0.452943451,3.531237092,0.430758907
